,Unnamed: 0,fare_amount,passenger_count,trip_distance_km,pickup_hour,pickup_day_of_week,is_night
171277,5609402,4.9,1,1.0267966627426444,18,6,0
17095,46517095,5.7,1,1.2969096353072598,22,3,1
185144,32054059,3.5,5,0.4838514506041833,21,2,0
105598,34777783,15.3,1,4.997295435000608,11,4,0
47898,36706408,9.7,1,0.31955411116402993,10,5,0
15867,11142797,12.9,1,6.573342151618947,0,4,1
90497,53456361,27.0,1,11.455793488242081,3,4,1
76915,28593439,12.5,1,3.2191791733103883,18,1,0
9822,1022530,9.5,1,0.10853556643342072,20,4,0
36314,34446819,9.0,2,0.6848959239265077,16,3,0
181779,38351932,6.5,1,1.3104773095486715,7,0,0
3942,38727387,5.3,1,1.272674310543201,20,3,0
33700,26282800,4.1,1,0.8849702525089506,12,0,0
39872,15100298,8.5,1,2.316766556447967,19,1,0
171663,47181492,9.7,1,1.6201380862069144,14,5,0
94591,29920863,5.5,1,1.9730894499250253,7,6,0
138263,42851763,16.5,2,7.818486337317364,0,5,1
192237,11167586,27.7,1,8.179088673427596,14,4,0
118615,24832976,8.0,1,2.3326289411407277,11,2,0
170861,42224149,8.5,1,1.6139023060839175,23,4,1
64496,37988725,5.7,1,1.4303756497158937,10,0,0
47883,34181139,22.5,2,8.103092289048972,7,0,0
186723,55095374,7.7,1,3.059671947229305,19,1,0
16602,22710825,7.0,3,1.2406410342135024,16,0,0
40244,8573458,8.5,1,2.2406248213705733,4,6,1
103436,18410084,6.5,2,1.2772784512974333,23,1,1
167261,45517380,31.0,1,13.918339363496264,23,6,1
133735,10938202,10.9,1,4.180371503321927,21,5,0
183070,43755557,7.5,1,3.0501086525054943,0,0,1
186815,54546887,19.7,5,9.53831188571164,15,4,0
16333,46895515,14.5,1,2.5557069334347,13,3,0
73659,25409995,5.3,2,0.7712396826746912,22,5,1
18269,49834093,8.9,3,3.3882307178705533,0,3,1
54266,17046529,6.1,1,1.8544105075106545,8,0,0
87774,7456479,13.0,5,3.6765825355376607,7,5,0
23100,50782633,12.5,1,3.261421022597148,16,1,0
182779,7074128,3.3,1,0.8229494671869898,15,3,0
70747,8799916,6.5,1,1.5898947687064124,23,5,1
41337,43421427,7.0,2,1.995198545648317,15,5,0
4815,8233393,7.5,4,3.127636420740478,2,1,1
114148,50444787,4.5,4,1.2308827413685801,12,0,0
127549,25099830,8.1,1,3.0930579901779254,0,1,1
182738,1880769,7.0,1,2.120933810930401,21,1,0
122128,43296251,21.0,1,7.806837435664558,20,1,0
164402,38673279,57.33,2,21.18767022201616,11,5,0
35112,27579270,5.7,1,1.4162973120652436,20,3,0
30268,24062551,6.1,1,1.8790941246056918,10,1,0
69181,17379232,52.0,1,19.85413022794966,1,3,1
96979,39604380,23.5,1,9.652825780912952,0,1,1
142484,6770371,9.3,1,3.79800330864149,4,6,1
113141,48098445,38.83,2,8.681477952381417,22,3,1
159535,41155368,5.0,3,1.4175058106530907,22,4,1
168772,45582196,10.0,2,2.63924193386776,17,3,0
152235,24263962,5.0,1,0.7300234766347484,18,6,0
112935,38190002,14.1,1,4.945186771799333,7,3,0
148481,31679751,8.9,1,2.1950798079618705,9,4,0
33617,24582861,9.5,1,2.7115970671508367,19,2,0
48565,32629059,4.1,1,1.0934584320445297,19,5,0
48519,36183054,3.3,1,0.5571719893678257,22,6,1
12721,50714955,5.5,1,0.9374605576170666,19,2,0
81132,12359862,6.0,1,0.8697888112006618,14,4,0
65196,41351566,6.0,1,1.1525550538297644,10,6,0
91261,21756198,11.0,1,2.780386684977604,11,1,0
17382,17911627,25.0,4,9.426562570527373,4,5,1
18430,6258120,13.0,5,3.319115205533599,23,5,1
133925,41619791,6.5,1,1.496757976685025,1,1,1
33343,12802313,4.5,1,0.7481788184162745,23,4,1
42651,52209320,3.3,1,0.29078014351300413,13,0,0
121134,33443576,20.0,2,7.3259265307883235,19,5,0
46317,51466041,5.0,1,1.232781484712034,23,4,1
195328,1165683,16.0,1,3.0943672575673045,8,3,0
94071,4297563,6.9,1,2.0755862443676127,21,6,0
115805,21578592,4.5,1,0.6657828556495987,6,2,0
75804,7166338,6.0,1,1.554217661200919,17,4,0
39995,28164700,19.3,1,3.4014017112896275,17,0,0
67104,37169692,7.3,1,1.298686309274287,19,1,0
13319,15693445,8.5,1,4.42952673185493,20,0,0
100220,20220125,16.0,1,7.16526005322067,0,5,1
141118,19694658,45.0,1,21.80559537112573,4,2,1
130436,12702627,5.0,2,1.0570370182632658,4,2,1
52158,14391528,3.7,1,1.5322306614815862,7,1,0
128245,54719108,9.5,2,3.5918773289839394,23,1,1
87752,30925653,4.5,6,0.845245537079465,18,5,0
114673,34229126,6.9,1,2.9399204273735595,20,3,0
35229,11842585,4.1,5,0.6166281379934012,3,2,1
109577,21332269,33.0,1,12.842540118349362,17,2,0
72257,10255455,5.0,1,1.0800973478186287,8,2,0
113617,54165642,49.57,1,21.801737894028467,22,4,1
95834,13917336,8.1,1,2.4063863296809846,10,0,0
123920,1823734,9.5,1,2.120248283622064,18,1,0
138457,15281404,12.5,5,1.6731989382126695,9,2,0
15076,36440729,32.67,1,8.957458740134445,11,2,0
169916,1219138,11.7,1,2.3755426612141286,23,4,1
197165,6075905,12.5,1,4.5195339337533555,22,2,1
155464,30540576,9.3,1,0.5623596005652198,19,4,0
172737,39236209,10.0,1,1.6636740270574588,13,5,0
100315,5314259,3.7,1,0.9901021563096205,14,6,0
109105,39860240,10.9,1,4.357363929861148,2,5,1
164964,7028040,28.1,3,9.095354304706454,12,4,0
107773,27280070,10.5,1,1.870738346758393,13,6,0
52990,17236202,8.0,1,1.1507748417782953,10,2,0
95764,10826734,12.5,1,3.5881368174982207,22,4,1
142035,49317003,9.0,3,2.6396067720992535,11,5,0
105038,13044067,6.5,5,1.3047770912885224,23,2,1
90664,39198401,5.7,1,1.3119828406555492,7,1,0
178443,7239604,8.5,1,2.06544323881256,10,2,0
65402,36155842,11.3,1,5.1391194499036565,20,0,0
184871,338058,57.33,5,6.91314928570467,15,6,0
43416,28776511,7.5,1,1.8263709191406265,4,5,1
51280,48448524,4.9,2,1.5447728043025883,12,3,0
96397,29743170,11.5,1,3.529282487666627,21,1,0
26272,8160821,13.3,1,4.806768207052187,15,2,0
84094,30975585,9.7,1,3.522650380655539,14,0,0
45498,9748681,10.9,1,3.8300037615335984,20,6,0
182604,30024237,8.1,1,2.5360202575254513,8,1,0
79585,23381935,8.9,2,4.355301710030105,13,0,0
90424,49294987,3.7,2,0.6305835004249175,13,2,0
38360,23333212,49.8,1,20.932097867805062,18,6,0
39568,26113612,6.5,1,2.104169996069083,22,5,1
28427,8015362,10.0,1,2.202129800006409,19,5,0
40934,27386459,8.0,1,2.296692376573423,1,6,1
25015,26042662,7.0,3,4.473531288258619,20,3,0
149643,9684995,20.0,6,5.356013983141236,14,3,0
113236,17119899,17.3,1,6.395319475787019,1,6,1
77051,10156561,9.0,1,2.4850882500789777,22,4,1
56466,33417833,5.5,1,0.9161462130206292,19,4,0
62090,28774374,21.3,1,8.40443981032567,23,2,1
125822,41500697,7.3,1,3.0426565130580268,20,1,0
188579,43796600,5.3,3,1.5101368538393303,18,3,0
189468,38172772,6.5,1,1.2141036835878112,1,5,1
85450,118854,19.7,1,10.467261228953959,5,6,1
22980,28693854,6.0,1,1.4803159905099448,2,5,1
70964,23631396,21.5,1,6.624071915930549,2,6,1
67858,20449640,10.5,2,4.446856969675589,7,5,0
130036,50214948,16.0,1,4.211184517668529,17,5,0
94083,53536410,29.3,1,9.390192819834658,2,6,1
31039,30276228,16.9,1,5.480449289526595,11,6,0
175085,26686100,7.5,2,1.5012205302941428,17,1,0
183921,53590931,6.9,1,1.698863948662265,23,4,1
126450,43299947,4.9,1,0.6590360210673104,15,2,0
28816,26709879,10.6,2,2.708554676906363,21,0,0
65732,20094273,11.5,1,2.3652932011676104,13,3,0
5905,54974581,20.1,1,9.577855498250916,18,6,0
64475,17954927,40.5,2,9.664059796784446,21,2,0
93774,12915926,3.7,1,0.7270581265873167,18,4,0
199562,24604907,32.1,1,10.277928466943722,14,1,0
78864,811505,8.5,1,2.51681676027664,10,4,0
22173,15566241,5.3,1,0.946820349287684,12,3,0
92342,49968956,18.9,1,6.963349361437255,19,5,0
199497,22083280,10.5,1,2.695867059851659,10,2,0
63563,31830010,4.9,1,0.9119750072228283,8,2,0
188575,52916890,6.5,1,1.874292027411547,14,6,0
4966,42090900,10.0,1,3.4649856619238535,14,4,0
115665,12485596,6.9,2,2.289331862018799,16,0,0
93734,33231440,6.5,1,6.725018481013559,3,6,1
331,13560766,6.1,1,2.43091565174668,16,6,0
39942,24222146,6.5,1,1.2245368362659896,13,2,0
10979,8563197,6.9,2,1.4649711852330465,16,4,0
97336,34677865,57.33,1,21.347431938870077,9,0,0
118475,4060937,5.0,1,0.8908958908951319,11,3,0
117139,23064768,5.5,1,0.7541508256317228,19,4,0
6128,4349607,56.54,6,11.82552077454899,16,2,0
191629,13554406,13.0,1,2.0015294667060557,8,0,0
85008,20358132,5.5,6,1.481895007218146,1,6,1
125689,4567819,4.5,5,0.6758293403807349,7,0,0
57042,52601183,13.0,1,3.4393287752623323,15,4,0
7500,23256310,29.85,1,9.023570075283422,22,3,1
56918,21243777,13.7,1,5.223964420813572,21,4,0
26854,39891743,4.1,1,0.8610627508200442,14,6,0
119849,46531373,13.7,1,6.307052625694663,22,3,1
9334,31190606,3.7,1,0.5836961588083693,2,6,1
78871,16145874,16.5,1,4.321661063367028,19,2,0
74280,24968898,17.0,1,6.012700308894027,12,1,0
33954,8634420,8.5,5,1.9761683174997293,13,1,0
78140,51107430,3.3,1,1.4129284037858145,19,4,0
59084,43213267,6.9,1,1.7615685573294444,14,3,0
17795,47127452,6.5,1,0.9980600883004618,17,3,0
142620,19065298,13.3,1,3.1825298798544894,7,1,0
74666,25258121,7.7,1,2.334309767333975,13,0,0
70192,25492213,23.5,1,9.01883269026902,23,3,1
165195,28995762,3.5,1,0.38753127822939376,13,1,0
179688,39467569,11.5,5,3.379955960360816,0,1,1
73910,13302639,6.5,1,3.018688785778447,16,6,0
68121,48320488,7.0,2,2.3085569582832024,14,5,0
188871,25868822,18.0,3,6.86104949038007,21,2,0
136844,17124534,5.5,1,1.3184993789050157,19,1,0
88102,55214889,2.9,1,0.35971468700067305,7,1,0
24861,30911704,4.1,2,0.6630685932742391,23,1,1
30475,28773003,13.5,2,3.671389288188014,9,0,0
67730,47007059,8.1,2,1.1113245442565878,3,6,1
87688,50035294,4.5,2,0.7353130655073129,19,4,0
71858,45319752,8.9,1,2.666383643905087,11,3,0
105033,27171602,7.0,2,2.00825075610476,17,5,0
118024,47968809,11.5,1,4.203784726338338,12,5,0
132149,47386665,8.5,1,2.3874755201390037,20,5,0
197014,10426213,8.0,2,2.58783926736404,16,1,0
27383,15798638,56.8,1,19.80466060435417,21,6,0
168774,25312997,7.3,1,2.024407200944506,17,2,0
178938,50938768,5.3,2,0.8569953872694379,20,2,0
40478,34002520,24.1,1,11.84395815072326,13,1,0
190054,44397663,5.3,1,1.8809616367944235,5,2,1
7304,37323885,9.3,1,3.3563269163127356,20,0,0
116280,34117632,14.0,1,4.174344597776491,23,1,1
35713,28132531,35.04,1,7.6099873844111245,16,1,0
82714,45524998,15.3,3,7.844447528380255,21,2,0
24218,47908948,13.5,1,4.655492395122592,11,0,0
182412,27055225,4.5,1,0.85635045195512,15,2,0
28393,27877917,6.9,1,1.9392582180151476,22,2,1
32199,39980408,12.1,2,4.289078626967271,10,5,0
133662,1033687,12.1,1,5.05176602897043,16,4,0
142879,28969029,5.3,3,1.0666748605027152,19,5,0
106559,9698425,15.0,2,4.602085329103586,18,0,0
184189,3014514,4.0,3,0.4577723000979686,13,6,0
75760,27352963,4.0,1,0.44752073309829343,12,1,0
84404,44969745,4.5,2,0.6903559576244612,17,2,0
22977,37394460,13.5,1,3.94395686623778,18,0,0
81261,47707899,8.5,1,3.2002459247238626,23,0,1
78885,15418082,6.0,1,1.0525419746760938,8,4,0
85684,2237999,9.7,1,3.48096354626047,18,1,0
68291,54356263,7.7,1,3.4983229113548067,20,4,0
130831,11355751,8.5,1,1.6804247731561657,11,1,0
119605,21075070,4.1,1,1.0883047434460464,23,2,1
150963,22594617,21.7,3,9.865822890967872,19,6,0
75250,53666171,13.0,1,3.6867560674149047,12,4,0
72000,53074652,16.1,2,8.647859852787676,10,1,0
110394,27747887,3.7,2,0.8188476134175834,19,4,0
147558,38820051,7.0,1,0.8625755452590128,9,3,0
182482,44862170,8.5,1,1.5794426927303706,23,5,1
10918,25911119,8.9,4,1.0725219430857418,22,4,1
166012,53268746,5.5,1,0.8566984439307457,7,1,0
70778,27756021,9.3,1,1.9157796929205104,8,3,0
147223,26509052,5.3,2,1.0198771484838947,14,3,0
140676,37013017,7.0,3,2.1804094698158076,12,5,0
150624,49300163,7.5,1,1.7817538364669085,12,2,0
3957,18255077,16.0,1,6.238846293976973,19,4,0
176325,27642648,3.3,1,0.7311931214690753,22,4,1
24413,33817052,11.5,1,4.4068651440223485,22,3,1
59340,6914393,5.0,1,0.7460157789226202,16,1,0
189406,7866304,10.1,2,5.652464019963421,1,2,1
100849,45017824,5.7,1,1.0855532991393197,21,4,0
8265,48304400,6.9,1,1.7470501205541746,12,3,0
165140,53653905,4.6,1,0.8252627787574144,21,4,0
84370,33433945,7.0,2,1.1932631649637835,2,5,1
4007,7527979,25.5,1,8.940807666010224,18,1,0
58102,29446975,5.0,1,0.8496647892950039,0,2,1
9450,5794921,16.5,1,4.388892898806093,1,6,1
164266,22905135,10.1,1,1.4101388154667087,10,5,0
49932,52563273,12.1,1,5.220835943174838,23,3,1
10714,17490565,7.3,1,1.4417304162233482,17,5,0
173459,32510757,6.5,2,0.8165443613668134,17,1,0
98546,16251314,3.5,1,0.5856042154963028,1,5,1
89921,44738537,6.1,5,1.7054464657891086,11,3,0
32627,39862953,8.5,5,1.355403848943212,15,2,0
62421,27528735,4.0,1,1.04824358118482,10,4,0
65248,6394922,4.9,1,1.066735043612736,7,4,0
8795,1377439,6.1,1,1.3363615684399237,1,5,1
182384,11038888,8.5,1,1.5472278700724857,20,6,0
6268,7546001,12.1,1,1.2104743986110484,12,5,0
119232,34566653,10.5,1,2.4527118253487137,10,2,0
42600,50200541,5.0,1,1.2216354826247477,21,2,0
47983,6383294,18.5,1,1.0329149517292204,22,4,1
112566,15400014,12.5,1,3.079837888484644,20,5,0
121793,18857664,3.5,1,0.7926817786407501,10,5,0
58151,54907440,8.5,1,1.94631173879573,11,6,0
94864,10132758,3.7,1,0.7627529118094011,15,6,0
65066,7001734,9.7,1,3.315249435072255,18,5,0
146687,21046377,18.5,2,6.632723608168409,21,6,0
10662,33322879,6.9,1,2.3934826310009374,13,1,0
18581,9682014,4.9,1,0.6656246023683188,8,2,0
64664,2710391,4.9,1,1.0650216835596422,14,5,0
110400,31037910,18.0,1,5.831026532086663,20,5,0
89717,8611771,15.5,3,5.518388145089541,20,2,0
51761,4743479,10.0,1,2.446661174943463,9,5,0
10976,52032241,6.5,2,1.9205568978491796,14,6,0
140322,8075904,16.9,1,9.000426524767205,21,1,0
184469,9799216,13.3,1,4.722216551462678,8,4,0
82248,41867120,49.57,1,20.04979149932546,15,5,0
92607,8598864,5.7,1,1.3060252143221387,17,5,0
191258,32301643,10.5,1,4.228404763252316,23,1,1
22968,22875489,25.0,1,8.74641299778416,22,1,1
84525,545358,2.9,3,0.4408892817225169,4,5,1
68045,36313985,5.7,5,0.985650999005627,11,4,0
71368,35989261,45.83,1,9.91077509685966,9,3,0
4920,4183209,7.0,1,1.359997740264355,11,3,0
33251,5686164,11.5,1,2.925116105801183,10,0,0
179620,8809351,7.7,1,2.809900211272266,10,4,0
78221,17669619,15.7,2,6.035216624907893,13,0,0
139901,13226262,7.5,1,1.1651957700152298,23,3,1
32420,32564439,23.0,1,3.692190154908366,20,5,0
69049,26616166,6.5,1,2.040198166668728,23,6,1
89847,21218723,4.5,1,0.7166437161069701,15,6,0
3125,51009837,6.0,1,1.8548393892645105,15,2,0
188133,2561924,6.9,1,2.0682607596158493,13,5,0
17025,33354622,15.5,1,1.6675377621836311,12,4,0
169022,1687755,7.5,1,1.0121570460175913,20,3,0
64693,5683381,4.5,1,0.7100216022980551,9,0,0
199417,12423851,11.7,3,2.897552913921488,18,0,0
143323,23855661,10.0,1,2.5840266786228896,10,4,0
113190,20471615,11.0,2,3.043274058774967,22,3,1
81778,40963354,51.5,1,16.323343406992826,23,0,1
121360,12642638,7.3,1,1.4388476551451823,16,2,0
59999,38206391,8.1,4,1.0335761060721347,9,0,0
183685,12640935,4.1,1,0.755812932689988,13,2,0
181897,38032382,10.0,1,3.2787420752717282,21,2,0
154457,384281,6.1,2,1.490929351714845,20,0,0
106070,4051757,3.5,1,0.7506128085305811,11,1,0
126969,49018117,11.5,1,3.1589930197442233,13,6,0
2511,7022249,7.7,1,1.689940045779794,17,0,0
20863,8275565,4.1,1,0.5680284839830101,4,0,1
69788,45903072,9.5,4,2.8142770832165898,10,5,0
199748,35923829,6.5,1,2.56060137226622,8,3,0
93283,617032,9.3,1,3.2848910566606304,18,2,0
74488,5742831,3.3,3,0.6574260984242881,20,0,0
72691,21239684,54.5,1,19.474031062123487,21,1,0
24005,43074572,10.5,1,2.31946521792549,19,3,0
154369,13233848,6.0,1,1.4360029995753711,20,0,0
22403,20845949,4.5,1,1.390929631752604,8,0,0
85376,20588361,5.7,2,1.5905827279105813,19,2,0
34214,55027296,6.1,1,1.2156437053777884,18,3,0
62695,46334144,7.5,5,2.253566059586373,0,5,1
134939,44875134,10.1,2,3.085247545474663,19,5,0
154228,44284912,13.0,1,3.8478591711457546,16,4,0
37282,45995377,9.5,1,2.985146806061037,20,4,0
138687,26951301,8.1,1,2.769134038829116,21,3,0
139766,32113399,11.3,1,3.388402950132134,12,4,0
31293,2972830,5.5,1,1.2706258139733235,13,1,0
195313,54004895,11.0,2,3.425927405454044,16,1,0
24450,3716849,24.5,1,6.4143410053182635,22,4,1
109085,37619522,7.3,1,1.6170277910715554,3,6,1
178935,43818314,6.1,1,1.8985454766934344,16,6,0
93625,19223792,15.5,6,3.2523346544366905,18,0,0
167979,37673708,6.1,1,1.3844977348036498,20,3,0
109658,43464852,7.3,1,1.6815223981049268,9,1,0
69317,45022687,9.3,1,2.224222323928057,11,1,0
121953,18546280,8.5,1,1.3676119095396257,21,5,0
163282,41056213,6.0,5,0.7404087951029323,10,4,0
27054,39060511,10.5,6,2.3898365097519787,17,5,0
17169,3711452,15.5,1,5.095955550025748,0,4,1
41386,3462727,22.5,1,10.833326901218564,22,3,1
129300,8532814,19.3,1,7.068557084087042,0,5,1
175183,36370166,6.5,1,0.995475772656439,11,2,0
41965,18896163,17.0,1,6.421462623945315,3,6,1
42864,7783170,7.3,5,2.0137324378472004,11,6,0
64316,14785799,9.7,1,3.436790689176915,23,4,1
172317,46124734,7.7,1,2.906401425530839,11,1,0
53573,33341991,8.5,1,2.8303614214871513,1,5,1
62370,23194146,15.3,1,6.6859195640473255,21,2,0
142628,37197578,5.0,1,1.5602355422520442,20,0,0
173466,20274482,4.0,1,0.8110320217196548,11,1,0
124009,7422121,5.7,1,1.1580282829405795,18,1,0
178701,45451526,7.7,1,1.7729517723234671,22,5,1
84287,43625609,6.9,1,1.9988781395946218,20,0,0
182084,25616555,4.9,5,0.6945509096000045,15,3,0
123348,46075873,6.0,1,1.4114681265388889,6,0,0
98568,11003653,8.1,1,1.340266172428774,18,2,0
42426,33447326,9.0,1,1.522923789112301,20,2,0
49760,27653879,7.0,1,1.329538411005092,18,5,0
43750,50846921,4.5,1,0.4132861316705978,13,1,0
32452,44178714,7.7,1,3.245831422663227,5,3,1
172294,43523226,6.1,2,2.076810746715828,18,6,0
186867,37969517,11.3,1,1.883516142245627,12,2,0
84878,35556150,4.9,1,1.4233304759822372,0,6,1
144282,34635936,5.3,1,1.4147728258564534,15,5,0
92613,13016633,3.5,1,0.24994589466150505,9,0,0
102502,48413209,4.5,1,1.0164676754699538,1,3,1
98751,47340008,8.9,1,2.8588190798565902,16,2,0
77264,24666165,6.5,1,1.8819054073925878,1,1,1
160286,50222489,6.5,1,1.544645355632176,14,4,0
131942,26954631,8.5,1,3.9312041088544403,6,0,0
150623,8911088,7.0,5,1.7290268079660709,7,1,0
39351,68905,7.5,4,1.5922663502263465,20,4,0
165130,50548954,8.9,3,3.729272807253638,21,6,0
99179,1561311,10.5,2,3.501192389078483,20,0,0
146904,47276698,5.3,1,1.34207739006735,2,5,1
81903,25575191,6.1,1,2.234785515798078,15,0,0
199295,49093167,7.0,2,2.252974018686682,23,1,1
140416,16268941,9.0,1,2.278917491094018,3,5,1
28298,27581345,15.7,1,6.90555512343678,11,0,0
6129,37107643,8.9,1,3.7271190158148055,23,4,1
174291,37927351,14.1,2,6.301499755529637,22,3,1
166712,13776048,9.7,5,4.529999352829219,0,1,1
29531,51773650,19.0,3,4.101420433076551,17,5,0
108271,14223191,6.5,1,1.6917093666952698,0,6,1
177814,47883480,6.5,1,1.0255812486918272,11,5,0
61020,35468723,12.1,2,3.8231855661047582,19,3,0
98535,3175960,5.0,1,0.8183424060927399,20,4,0
11680,40050443,8.9,1,2.7134924574579076,10,4,0
75214,43687911,3.7,1,0.7216798497723631,7,0,0
57550,39980564,15.0,3,3.628437644675635,18,2,0
44788,7397077,10.5,1,2.9956338472115753,15,3,0
32973,43456849,10.9,1,3.556124704062704,9,3,0
46257,1721533,6.1,1,1.9027420789573777,14,6,0
78951,27140887,5.3,1,0.788522508735908,8,3,0
62116,18072998,2.5,2,0.26355125344432734,10,5,0
174126,22663131,9.0,2,1.5368193845527296,20,4,0
83208,25135679,7.7,1,2.2847931930771934,14,0,0
155661,47430744,6.5,1,2.2814558558249063,19,2,0
130898,3052424,8.1,2,2.2487696789175966,0,6,1
13280,45119511,10.0,1,1.344936077433236,10,3,0
137234,18196609,11.7,1,3.0210199812182,10,4,0
91127,2044807,6.1,1,1.023082920994865,18,4,0
189990,9968997,14.0,2,4.995018484664412,20,1,0
154296,4701385,7.3,1,1.128880254991747,9,5,0
119239,20876926,6.5,1,1.8673856641180062,7,6,0
185260,18557381,6.1,2,2.21195692970762,13,5,0
125881,220777,4.5,2,8.90983994386945,17,1,0
196317,54959732,9.3,1,2.8678126404039044,10,4,0
96118,13928035,8.5,1,4.611448784117639,3,5,1
105845,33321607,4.5,1,0.6683892361635785,21,1,0
146018,3468554,6.0,6,1.3681744882085063,7,0,0
19988,19895389,14.1,1,3.0111156091855227,11,1,0
50105,14427503,21.5,1,5.0275965029629,15,6,0
84543,11776263,9.5,1,2.0601434051119694,12,5,0
130180,8744089,10.9,1,3.071904052347784,10,0,0
141705,3272495,18.5,3,7.14686041199815,21,3,0
154425,9019759,9.3,2,2.4023815589814475,13,0,0
49601,35362691,8.5,1,2.021617840544899,17,0,0
2436,21047247,14.0,6,3.084340083157584,16,2,0
199549,45136625,13.5,1,4.529694158122395,18,1,0
170411,42590031,19.3,1,9.10849177710781,15,1,0
72023,49566687,8.5,1,2.258546539748637,21,6,0
83159,46863503,8.5,2,2.5717574505603893,23,5,1
26139,31147187,6.1,1,1.5357085035341662,10,6,0
185148,13748243,6.5,1,1.356119425278199,22,6,1
42239,1664039,5.7,1,1.2317099126403812,18,5,0
179957,29781702,8.5,1,1.7745552515134824,9,1,0
66881,19748999,8.0,2,1.661889574401099,11,3,0
156199,23564270,4.9,2,1.8656728790253367,22,5,1
89117,5322413,7.3,1,2.902601175169795,9,4,0
53709,6505601,7.3,1,1.1130719246708896,12,3,0
73762,37669113,4.5,5,1.137121181746807,13,6,0
56983,28555275,10.5,1,2.992771770944496,15,5,0
94168,44123412,12.0,1,3.7962345535965247,17,2,0
161070,19167478,7.0,1,1.6974414758695764,22,5,1
27940,51067330,57.33,4,20.954742718820135,12,6,0
101341,27664824,10.1,5,4.862092414028539,1,5,1
112762,30192761,10.9,1,4.08367296552708,20,0,0
32903,52514891,8.5,1,2.688117189119745,0,1,1
110616,39714010,4.9,1,1.040072040792276,0,4,1
12501,24998613,8.5,1,1.5507955061395655,14,4,0
97179,51510380,10.0,1,2.928216087605678,10,6,0
57334,45488690,5.3,1,1.4437303519942812,13,2,0
8878,8172755,4.1,3,0.8580039319629902,18,5,0
113895,31877985,3.5,4,0.5936528889661703,10,1,0
172436,16115926,7.7,1,1.4344726953905107,12,1,0
30945,45744400,12.5,1,3.4206645434775806,9,2,0
60022,34636615,8.0,4,0.4084760029082801,13,0,0
143903,47171757,34.0,1,9.547472559643914,0,5,1
36501,20007487,6.1,2,1.3338057543111872,2,6,1
198572,23010879,5.3,1,1.4550653338378925,17,3,0
65348,54491627,6.9,5,1.3947872225309221,11,1,0
184664,6591284,5.7,2,1.0217246183594972,8,0,0
134018,34968253,8.5,3,2.3815973825755075,21,6,0
10812,5217309,18.0,1,4.357046117567334,8,4,0
2026,52837402,10.5,1,2.8889161178029523,21,0,0
22084,38982826,3.7,1,0.636811331724787,9,2,0
79656,24343551,17.5,6,5.003540074043713,8,2,0
193245,18868430,6.5,1,1.9564025882775522,6,3,0
15297,6708627,5.3,1,1.335277116452609,14,1,0
159522,34961815,8.0,2,1.5147953930272169,19,1,0
103531,1850246,12.9,2,4.974657293093129,4,5,1
20864,52567405,5.7,1,1.357308323866365,8,2,0
156359,22965776,15.0,1,4.337002629025517,10,2,0
169753,3996453,4.0,2,0.8950953576486833,15,1,0
87906,22735843,6.9,1,2.1931202357940984,19,2,0
2361,20828904,9.3,5,2.785103610175573,8,0,0
136336,8043740,9.3,1,1.4886901357598104,11,0,0
13454,16339106,7.3,2,2.6514908124656076,1,6,1
47058,47544248,8.5,1,2.0535775725979337,9,4,0
35445,29236275,11.0,1,1.7388930125783784,23,4,1
62599,34062317,6.5,1,2.1111904645780055,18,4,0
173726,24675343,5.0,1,1.539245653122765,12,6,0
156843,7915727,5.7,2,1.3091882766723184,13,1,0
98452,20963603,17.7,1,6.717621955961748,13,5,0
91259,53742169,33.7,1,10.434115628619677,19,4,0
7126,16542739,16.0,6,0.857250376741425,13,1,0
179870,27407880,40.5,1,18.90971020697124,13,2,0
38742,6822506,8.9,1,3.8686520608078037,22,1,1
124761,40845252,21.0,1,6.307707089587375,23,4,1
25755,2849924,6.5,1,1.658007792676904,22,6,1
138923,33632226,20.0,1,6.241456718481839,11,0,0
64432,45411487,11.7,5,5.005533873349639,1,6,1
6504,15257750,9.0,1,2.059267076929615,17,6,0
137190,44150665,4.9,1,0.7276035661484616,7,0,0
65473,18566230,8.1,1,2.789179608977178,13,4,0
199824,42463657,8.0,1,1.6928036728615425,23,4,1
184609,31306692,11.5,3,2.1003129226239228,9,2,0
44420,17787513,8.5,1,1.4979295817349592,20,5,0
57318,25892990,15.5,1,5.199911203597434,10,4,0
124676,12178548,5.3,1,1.103427595648656,18,6,0
162837,13441819,7.7,1,1.924780007146154,3,4,1
64155,20596339,11.7,5,2.05145409202726,20,5,0
162432,892428,5.7,1,2.1353683192958486,2,0,1
9065,40942648,8.5,2,2.5082108081130143,20,3,0
36498,622222,4.1,1,1.1647489818336867,9,3,0
20140,25801665,17.0,1,5.616241566368758,22,3,1
16110,10204766,19.5,1,1.7329061501032474,9,4,0
266,33511324,7.3,2,2.913771087045438,20,0,0
84897,53741819,6.5,2,1.8596998173845756,23,3,1
97935,38352137,12.5,1,2.9476367992948433,22,0,1
144150,3658555,12.0,1,4.13483759143917,22,3,1
81787,7803006,5.3,2,0.8762535065259973,20,3,0
101637,33981707,28.5,1,10.381280890565533,12,5,0
69723,20068747,26.1,5,7.169091851453242,13,1,0
196613,29366965,18.0,1,8.954965301043671,8,6,0
65700,31304110,5.0,2,0.548832745907468,11,5,0
158386,11675011,6.5,1,1.2962701633557325,18,4,0
